"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent"
"HTC Corp","3571","2020-11-04","","Manufacture computers,mobile telephones","Taiwan","MINDWARE FZ LLC/HTC CORP-STRATEGIC ALLIANCE","7812","","Completed/Signed","Strategic Alliance",NA,3656546045,"Taiwan","Asia"
"SMT","7372","2020-12-08","","Software Publishers","India","SMT/LENOVO GROUP LTD-STRATEGIC ALLIANCE","1731","India","Completed/Signed","Strategic Alliance",NA,3670998045,"India","Asia"
"Lenovo Group Ltd","3571","2020-12-08","","Mnfr,wholesale computer prod","Hong Kong","SMT/LENOVO GROUP LTD-STRATEGIC ALLIANCE","1731","India","Completed/Signed","Strategic Alliance",NA,3670998045,"Hong Kong","Asia"
"Buddy Technologies Ltd","7372","2021-01-13","","Software Publishers","Australia","BUDDY TECHNOLOGIES LTD/NANCHANG INNOTECH HOMESMART CO LTD-STRATEGIC~ALLIANCE","3999","China","Completed/Signed","Strategic Alliance",NA,3687575045,"Australia","Oceania"
"Nanchang Innotech Homesmart","3571","2021-01-13","","Electronic Computer Manufacturing","China","BUDDY TECHNOLOGIES LTD/NANCHANG INNOTECH HOMESMART CO LTD-STRATEGIC~ALLIANCE","3999","China","Completed/Signed","Strategic Alliance",NA,3687575045,"China","Asia"
"Liquidstack","7372","2021-03-25","","Software Reproducing","United States","LIQUIDSTACK/WIWYNN CORP-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3718145045,"United States","Americas"
"Wiwynn Corp","3571","2021-03-25","","Electronic Computer Manufacturing","Taiwan","LIQUIDSTACK/WIWYNN CORP-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3718145045,"Taiwan","Asia"
"InnoDisk Corp","3572","2021-03-30","","Mnfr computer storage devices","Taiwan","INNODISK CORP/AVALUE TECHNOLOGY INC-STRATEGIC ALLIANCE","8741","Taiwan","Completed/Signed","Strategic Alliance",NA,3721078045,"Taiwan","Asia"
"Avalue Technology Inc","3571","2021-03-30","","Manufacture computers","Taiwan","INNODISK CORP/AVALUE TECHNOLOGY INC-STRATEGIC ALLIANCE","8741","Taiwan","Completed/Signed","Strategic Alliance",NA,3721078045,"Taiwan","Asia"
"Intek Inc","4911","2021-04-06","","Electric Power Distribution","United States","INTEK INC/MINERVA GROUP A/S/CIPHERLAB CO LTD-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3726905045,"United States","Americas"
"Minerva Group A/S","7371","2021-04-06","","Custom Computer Programming Services","Denmark","INTEK INC/MINERVA GROUP A/S/CIPHERLAB CO LTD-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3726905045,"Denmark","Europe"
"Cipherlab Co Ltd","3571","2021-04-06","","Mnfr, design and market AIDC","Taiwan","INTEK INC/MINERVA GROUP A/S/CIPHERLAB CO LTD-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3726905045,"Taiwan","Asia"
"Nokia Oyj","3663","2021-04-07","","Mnfr network infrastructure products","Finland","NOKIA OYJ/LENOVO GROUP LTD-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,3729129045,"Finland","Europe"
"Lenovo Group Ltd","3571","2021-04-07","","Mnfr,wholesale computer prod","Hong Kong","NOKIA OYJ/LENOVO GROUP LTD-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,3729129045,"Hong Kong","Asia"
"Asia Tv Digital Media Ltd","3571","2021-04-13","","Electronic Computer Manufacturing","Hong Kong","ASIA TELEVISION DIGITAL MEDIA LTD/SOCIAL FACE HK LTD-STRATEGIC ALLIANCE","7373","Hong Kong","Completed/Signed","Strategic Alliance",NA,3728505045,"Hong Kong","Asia"
"Social Face Hk Ltd","7372","2021-04-13","","Software Publishers","Hong Kong","ASIA TELEVISION DIGITAL MEDIA LTD/SOCIAL FACE HK LTD-STRATEGIC ALLIANCE","7373","Hong Kong","Completed/Signed","Strategic Alliance",NA,3728505045,"Hong Kong","Asia"
"Canaan Inc","3571","2021-04-23","","Electronic Computer Manufacturing","China","CANAAN INC/CATHAY TRI-TECH INC-STRATEGIC ALLIANCE","8062","Japan","Completed/Signed","Strategic Alliance",NA,3732703045,"China","Asia"
"Cathay Tri-Tech Inc","7372","2021-04-23","","Software Publishers","Japan","CANAAN INC/CATHAY TRI-TECH INC-STRATEGIC ALLIANCE","8062","Japan","Completed/Signed","Strategic Alliance",NA,3732703045,"Japan","Asia"
"HTC Corp","3571","2021-04-27","","Manufacture computers,mobile telephones","Taiwan","HTC CORP/BANDAI NAMCO HOLDINGS INC-STRATEGIC ALLIANCE","3571","Taiwan","Completed/Signed","Strategic Alliance",NA,3743953045,"Taiwan","Asia"
"BANDAI NAMCO Holdings Inc","3944","2021-04-27","","Game, Toy, and Children'S Vehicle Manufacturing","Japan","HTC CORP/BANDAI NAMCO HOLDINGS INC-STRATEGIC ALLIANCE","3571","Taiwan","Completed/Signed","Strategic Alliance",NA,3743953045,"Japan","Asia"
"McAfee Corp","7372","2021-05-03","","Software Publishers","United States","MCAFEE CORP/FUJITSU CLIENT COMPUTING LTD-STRATEGIC ALLIANCE","7373","Japan","Completed/Signed","Strategic Alliance",NA,3736670045,"United States","Americas"
"Fujitsu Client Computing Ltd","3571","2021-05-03","","Electronic Computer Manufacturing","Japan","MCAFEE CORP/FUJITSU CLIENT COMPUTING LTD-STRATEGIC ALLIANCE","7373","Japan","Completed/Signed","Strategic Alliance",NA,3736670045,"Japan","Asia"
"Agora Inc","7372","2021-05-11","","Software Publishers","United States","AGORA INC/HTC CORP-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3746750045,"United States","Americas"
"HTC Corp","3571","2021-05-11","","Manufacture computers,mobile telephones","Taiwan","AGORA INC/HTC CORP-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3746750045,"Taiwan","Asia"
"Hailo Technologies Ltd","3674","2021-06-01","","Semiconductor and Related Device Manufacturing","Israel","HAILO TECHNOLOGIES LTD/LANNER ELECTRONICS INC-STRATEGIC ALLIANCE","1731","","Completed/Signed","Strategic Alliance",NA,3749980045,"Israel","Asia"
"Lanner Electronics Inc","3571","2021-06-01","","Mnfr,whl computers,peripherals","Taiwan","HAILO TECHNOLOGIES LTD/LANNER ELECTRONICS INC-STRATEGIC ALLIANCE","1731","","Completed/Signed","Strategic Alliance",NA,3749980045,"Taiwan","Asia"
"Mobix Labs Inc","3571","2021-06-08","","Electronic Computer Manufacturing","United States","MOBIX LABS INC/ACROMAX INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3753291045,"United States","Americas"
"Acromax Inc","3571","2021-06-08","","Electronic Computer Manufacturing","Taiwan","MOBIX LABS INC/ACROMAX INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3753291045,"Taiwan","Asia"
"Telit Communications PLC","4812","2021-06-16","","Wireless Telecommunications Carriers (Except Satellite)","United Kingdom","TELIT COMMUNICATIONS PLC/VAIO CORP-STRATEGIC ALLIANCE","4899","Supranational","Completed/Signed","Strategic Alliance",NA,3758009045,"United Kingdom","Europe"
"VAIO Corp","3571","2021-06-16","","Electronic Computer Manufacturing","Japan","TELIT COMMUNICATIONS PLC/VAIO CORP-STRATEGIC ALLIANCE","4899","Supranational","Completed/Signed","Strategic Alliance",NA,3758009045,"Japan","Asia"
"Paxman AB","3841","2021-06-18","","Surgical and Medical Instrument Manufacturing","Sweden","PAXMAN AB/PT GEKHA KARUNIA ABADI-STRATEGIC ALLIANCE","5099","Indonesia","Completed/Signed","Strategic Alliance",NA,3760234045,"Sweden","Europe"
"PT Gekha Karunia Abadi","3571","2021-06-18","","Electronic Computer Manufacturing","Indonesia","PAXMAN AB/PT GEKHA KARUNIA ABADI-STRATEGIC ALLIANCE","5099","Indonesia","Completed/Signed","Strategic Alliance",NA,3760234045,"Indonesia","Asia"
"Bomanbridge Media","3571","2021-07-29","","Electronic Computer Manufacturing","Singapore","BOMANBRIDGE MEDIA/IN10 MEDIA PVT LTD-EPIC ON-STRATEGIC ALLIANCE","3571","Supranational","Completed/Signed","Strategic Alliance",NA,3783222045,"Singapore","Asia"
"In10 Media Pvt Ltd-Epic On","3571","2021-07-29","","Electronic Computer Manufacturing","India","BOMANBRIDGE MEDIA/IN10 MEDIA PVT LTD-EPIC ON-STRATEGIC ALLIANCE","3571","Supranational","Completed/Signed","Strategic Alliance",NA,3783222045,"India","Asia"
"Wistron Corp","3571","2021-08-24","","Manufacture computers","Taiwan","WISTRON CORP/OPTIEMUS ELECTRONICS LTD-STRATEGIC ALLIANCE","3999","India","Completed/Signed","Strategic Alliance",NA,3791123045,"Taiwan","Asia"
"Optiemus Electronics Ltd","8711","2021-08-24","","Engineering Services","India","WISTRON CORP/OPTIEMUS ELECTRONICS LTD-STRATEGIC ALLIANCE","3999","India","Completed/Signed","Strategic Alliance",NA,3791123045,"India","Asia"
"Wistron Corp","3571","2021-08-25","","Manufacture computers","Taiwan","WISTRON CORP/OPTIEMUS ELECTRONICS LTD-STRATEGIC ALLIANCE","7372","Taiwan","Completed/Signed","Strategic Alliance",NA,3791728045,"Taiwan","Asia"
"Optiemus Electronics Ltd","8711","2021-08-25","","Engineering Services","India","WISTRON CORP/OPTIEMUS ELECTRONICS LTD-STRATEGIC ALLIANCE","7372","Taiwan","Completed/Signed","Strategic Alliance",NA,3791728045,"India","Asia"
"Indkal Technologies Pvt Ltd","7376","2021-08-31","","Software Publishers","India","INDKAL TECHNOLOGIES PVT LTD/ACER INC-STRATEGIC ALLIANCE","4841","India","Completed/Signed","Strategic Alliance",NA,3792714045,"India","Asia"
"Acer Inc","3577","2021-08-31","","Mnfr,whl computer,mobile phone","Taiwan","INDKAL TECHNOLOGIES PVT LTD/ACER INC-STRATEGIC ALLIANCE","4841","India","Completed/Signed","Strategic Alliance",NA,3792714045,"Taiwan","Asia"
"Calypso AI Corp","7372","2021-09-07","","Software Publishers","United States","CALYPSO AI CORP/ELITEGROUP COMPUTER SYSTEMS CO LTD-STRATEGIC ALLIANCE","7373","Taiwan","Completed/Signed","Strategic Alliance",NA,3798897045,"United States","Americas"
"Elitegroup Computer Systems","3571","2021-09-07","","Mnfr computer mainboards","Taiwan","CALYPSO AI CORP/ELITEGROUP COMPUTER SYSTEMS CO LTD-STRATEGIC ALLIANCE","7373","Taiwan","Completed/Signed","Strategic Alliance",NA,3798897045,"Taiwan","Asia"
